id,name,initials,role,connected,email,source,service,forWho,connectedOn,amber,amount
pf4cc2371,Kavita Bhat,KB,student,0,kavita.bhat@gmail.com,From Community,,,,0,
p9bb72e41,Veer Verma,VV,parent,1,veer.verma@gmail.com,From Community,,,2026-09-02 15:00,0,1999
pb9a7773f,Anvi Kapoor,AK,student,0,anvi.kapoor@gmail.com,From Community,,,,1,
p0a547157,Nikhil Das,ND,student,0,nikhil.das@gmail.com,Visited profile,,,,1,
p5d5a7aec,Sohan Khan,SK,student,0,sohan.khan@gmail.com,From Community,,,,1,
p09ebde1a,Dev Bhat,DB,student,1,dev.bhat@gmail.com,Visited profile,,,2026-07-28 18:05,0,1999
pea2961dc,Arnav Banerjee,AB,student,1,arnav.banerjee@gmail.com,From chat share,SOP review,,2026-09-09 22:00,0,1999
p8cab55a4,Jia Pillai,JP,student,0,jia.pillai@gmail.com,Recommended match,,,,0,
p5968ca65,Sana Desai,SD,student,0,sana.desai@gmail.com,Visited profile,,,,0,
pe37491dd,Kriti Jain,KJ,student,1,kriti.jain@gmail.com,Visited profile,,,2026-06-26 06:25,0,1999
p79a18079,Jia Sharma 85,J8,parent,0,jia.sharma.85@gmail.com,Visited profile,,,,1,
pa05d7266,Arnav Mehta,AM,student,0,arnav.mehta@gmail.com,From chat share,,,,0,
p76291642,Ayaan Nanda,AN,student,0,ayaan.nanda@gmail.com,Recommended match,,,,0,
p21a52fd5,Ira Nair,IN,student,0,ira.nair@gmail.com,From Community,,,,1,
p23b75efd,Kriti Kulkarni,KK,student,0,kriti.kulkarni@gmail.com,Recommended match,,,,0,
pc6d3e092,Ayaan Mehta,AM,student,0,ayaan.mehta@gmail.com,Recommended match,,,,0,
p070c18bc,Ravi Kulkarni 60,R6,student,0,ravi.kulkarni.60@gmail.com,Recommended match,,,,0,
p5d94c9ca,Tara Patel 29,T2,student,0,tara.patel.29@gmail.com,From Community,,,,0,
p6a7bcc2b,Sana Ghosh,SG,student,0,sana.ghosh@gmail.com,From chat share,,,,1,
pdd562f24,Ayaan Menon,AM,student,0,ayaan.menon@gmail.com,Recommended match,,,,1,
pd36556c3,Ananya Chawla,AC,student,0,ananya.chawla@gmail.com,Recommended match,,,,1,
p086ccd64,Kavita Khan,KK,student,0,kavita.khan@gmail.com,From Community,,,,0,
pff245626,Naina Agarwal,NA,parent,0,naina.agarwal@gmail.com,Recommended match,,,,1,
p7d6ea63c,Vikram Nair,VN,student,0,vikram.nair@gmail.com,From chat share,,,,0,
p0b8cadea,Kabira Iyer,KI,parent,0,kabira.iyer@gmail.com,From chat share,,,,0,
p9cc9c231,Anvi Bose,AB,student,1,anvi.bose@gmail.com,Visited profile,SOP review,,2026-07-05 11:10,0,1999
pe801e07c,Isha Pillai,IP,student,0,isha.pillai@gmail.com,From Community,,,,1,
pba1a46ca,Naina Mehta,NM,student,0,naina.mehta@gmail.com,Visited profile,,,,0,
pa9149edf,Isha Gupta 11,I1,student,1,isha.gupta.11@gmail.com,Visited profile,,,2026-09-21 16:30,1,1999
pfe8e9f4b,Rahul Jain,RJ,student,0,rahul.jain@gmail.com,Visited profile,,,,0,
pef5ab5aa,Isha Chawla,IC,student,1,isha.chawla@gmail.com,From chat share,College shortlisting,,2026-09-23 23:10,0,1999
p218763d8,Kavita Khan 46,K4,student,0,kavita.khan.46@gmail.com,Recommended match,,,,1,
p5979d875,Pooja Banerjee 89,P8,student,1,pooja.banerjee.89@gmail.com,From Community,,,2026-08-23 00:25,1,1999
p186ed56c,Dev Pillai 95,D9,student,0,dev.pillai.95@gmail.com,Recommended match,,,,0,
p527a5311,Isha Bose 37,I3,student,0,isha.bose.37@gmail.com,From chat share,,,,0,
p7ca703e7,Kiara Banerjee 38,K3,student,0,kiara.banerjee.38@gmail.com,From Community,,,,0,
p865b0a54,Leela Jain 40,L4,student,0,leela.jain.40@gmail.com,Visited profile,,,,1,
p2e0a6d21,Harsh Trivedi,HT,student,0,harsh.trivedi@gmail.com,From Community,,,,0,
pf7a5f45e,Rohan Gupta 51,R5,parent,0,rohan.gupta.51@gmail.com,Recommended match,,,,0,
p69588106,Manav Jain,MJ,student,0,manav.jain@gmail.com,From Community,,,,0,
p3d8299d2,Isha Patel,IP,student,0,isha.patel@gmail.com,Visited profile,,,,0,
p91cc57ef,Sahil Iyer,SI,student,0,sahil.iyer@gmail.com,From chat share,,,,0,
p22df45ee,Meera Pillai,MP,parent,0,meera.pillai@gmail.com,Recommended match,,,,1,
pa36a3226,Jia Menon,JM,student,0,jia.menon@gmail.com,Recommended match,,,,0,
p7b8641e5,Dhruv Singh,DS,student,0,dhruv.singh@gmail.com,From chat share,,,,0,
pec3f6766,Tara Banerjee 21,T2,student,0,tara.banerjee.21@gmail.com,Visited profile,,,,0,
p89ab455b,Riya Menon,RM,parent,0,riya.menon@gmail.com,From chat share,,,,0,
p2e0295e6,Anvi Ghosh 85,A8,student,1,anvi.ghosh.85@gmail.com,Recommended match,,,2026-07-02 10:40,0,1999
p1ed03102,Rohan Kapoor,RK,student,0,rohan.kapoor@gmail.com,From Community,,,,1,
p80a00775,Reyansh Banerjee,RB,parent,0,reyansh.banerjee@gmail.com,From Community,,,,0,
p41dca28e,Om Das 3,O3,student,0,om.das.3@gmail.com,Visited profile,,,,1,
p9044eb53,Diya Verma,DV,student,0,diya.verma@gmail.com,From chat share,,,,0,
p6650e8e3,Rahul Nanda,RN,student,0,rahul.nanda@gmail.com,Recommended match,,,,0,
pfa911e46,Dev Bhat 5,D5,student,0,dev.bhat.5@gmail.com,From chat share,,,,0,
p95182b61,Priya Desai,PD,student,0,priya.desai@gmail.com,From chat share,,,,0,
p6daa09a1,Kriti Joshi,KJ,parent,0,kriti.joshi@gmail.com,From Community,,,,1,
pd07ccbdf,Kavita Sharma,KS,student,0,kavita.sharma@gmail.com,Recommended match,,,,0,
pe1f4bffa,Dev Bose,DB,student,1,dev.bose@gmail.com,Visited profile,,,2026-09-18 22:35,1,1999
p7dcb223c,Sohan Gupta,SG,student,0,sohan.gupta@gmail.com,Visited profile,,,,1,
pe24fd4d7,Sohan Rao,SR,student,0,sohan.rao@gmail.com,Recommended match,,,,0,
p8a826c6c,Aditi Mehta,AM,student,0,aditi.mehta@gmail.com,Recommended match,,,,0,
pe1ec4e5b,Tanvi Pillai,TP,student,0,tanvi.pillai@gmail.com,From chat share,,,,0,
p143045f1,Om Bose,OB,student,0,om.bose@gmail.com,Recommended match,,,,0,
pe135b9df,Tanvi Jain,TJ,student,0,tanvi.jain@gmail.com,From chat share,,,,0,
pa8c5e407,Sana Nair,SN,student,1,sana.nair@gmail.com,From Community,Essay workshop,,2026-07-10 07:50,0,1999
pb3caed82,Vivaan Banerjee,VB,student,0,vivaan.banerjee@gmail.com,From chat share,,,,0,
p2085991b,Dhruv Bhat,DB,student,0,dhruv.bhat@gmail.com,From chat share,,,,0,
p1a800bcb,Rohan Nanda,RN,parent,0,rohan.nanda@gmail.com,From chat share,,,,1,
p085f40c9,Diya Chawla,DC,student,0,diya.chawla@gmail.com,Visited profile,,,,0,
p61f9b5ed,Aarav Bhat 86,A8,student,0,aarav.bhat.86@gmail.com,From Community,,,,0,
p5d897d25,Riya Verma,RV,student,0,riya.verma@gmail.com,Visited profile,,,,0,
p2ed9869b,Neel Desai 37,N3,parent,0,neel.desai.37@gmail.com,Visited profile,,,,0,
p0fcca927,Manav Singh 91,M9,student,0,manav.singh.91@gmail.com,Recommended match,,,,0,
pb7912e2b,Ishaan Das,ID,student,0,ishaan.das@gmail.com,From Community,,,,0,
p182bd058,Ishaan Pillai 9,I9,student,0,ishaan.pillai.9@gmail.com,Recommended match,,,,1,
p84f45327,Priya Saxena,PS,student,0,priya.saxena@gmail.com,Visited profile,,,,0,
pe2245294,Vivaan Mehta,VM,student,0,vivaan.mehta@gmail.com,Visited profile,,,,1,
p359a13b2,Kabir Nanda,KN,student,0,kabir.nanda@gmail.com,Visited profile,,,,1,
p586c40a5,Kavita Khan 61,K6,student,1,kavita.khan.61@gmail.com,From Community,,,2026-09-03 22:25,1,1999
pc49cef5f,Arjun Khan,AK,student,1,arjun.khan@gmail.com,From chat share,Parent consult,,2026-07-15 12:45,0,1999
p43ea7db0,Arnav Desai,AD,student,1,arnav.desai@gmail.com,From Community,,,2026-09-12 18:55,1,1999
pc61d93d7,Arnav Bose,AB,student,0,arnav.bose@gmail.com,From Community,,,,1,
p403d46a9,Arjun Sharma,AS,student,1,arjun.sharma@gmail.com,From Community,,,2026-08-06 00:45,0,1999
p8b3bfcbd,Veer Kulkarni,VK,student,1,veer.kulkarni@gmail.com,Visited profile,,,2026-08-26 18:25,1,1999
p6579a45e,Aarav Kapoor,AK,student,0,aarav.kapoor@gmail.com,From chat share,,,,1,
p3fa1e778,Harsh Joshi,HJ,student,0,harsh.joshi@gmail.com,From chat share,,,,1,
pb136cfe1,Ishaan Sharma,IS,student,1,ishaan.sharma@gmail.com,Recommended match,,,2026-07-18 06:20,1,1999
pbbdc9758,Kabira Khan,KK,student,1,kabira.khan@gmail.com,From Community,,,2026-07-27 22:10,0,1999
p1cfe10d1,Dev Kapoor,DK,student,1,dev.kapoor@gmail.com,From chat share,,,2026-08-23 22:40,0,1999
p01c6b10a,Kiara Patel,KP,student,0,kiara.patel@gmail.com,Recommended match,,,,0,
p08cbd87c,Diya Malhotra,DM,student,0,diya.malhotra@gmail.com,From chat share,,,,0,
p7e84aca6,Neel Kapoor,NK,student,0,neel.kapoor@gmail.com,From Community,,,,0,
p502c0062,Ayaan Singh 72,A7,student,1,ayaan.singh.72@gmail.com,From chat share,Pathway consult,,2026-07-26 18:10,1,1999
pf30c22a3,Manav Bose,MB,student,0,manav.bose@gmail.com,From Community,,,,0,
pf9612f41,Anika Menon,AM,student,0,anika.menon@gmail.com,From chat share,,,,0,
pf9f29267,Diya Agarwal 74,D7,student,0,diya.agarwal.74@gmail.com,From chat share,,,,1,
pa4528bbe,Sana Banerjee 30,S3,parent,0,sana.banerjee.30@gmail.com,From chat share,,,,0,
p4d5201fd,Sneha Verma,SV,student,0,sneha.verma@gmail.com,From chat share,,,,1,
p1aed5c9c,Kavita Das,KD,student,0,kavita.das@gmail.com,From chat share,,,,0,
p834c38e0,Vivaan Kapoor 99,V9,student,1,vivaan.kapoor.99@gmail.com,From Community,,,2026-08-20 21:25,0,1999
pee836b3a,Diya Agarwal 24,D2,parent,0,diya.agarwal.24@gmail.com,Visited profile,,,,0,
p77e63c9d,Naina Joshi,NJ,student,1,naina.joshi@gmail.com,From chat share,,,2026-06-25 15:40,0,1999
p77e86d60,Myra Nanda,MN,student,1,myra.nanda@gmail.com,Recommended match,,,2026-07-10 02:10,0,1999
p247c9f14,Ayaan Rao,AR,student,0,ayaan.rao@gmail.com,Visited profile,,,,1,
p369edfd6,Aditi Banerjee,AB,student,0,aditi.banerjee@gmail.com,From Community,,,,1,
p46b78d33,Reyansh Malhotra 18,R1,student,1,reyansh.malhotra.18@gmail.com,From Community,,,2026-09-09 12:00,0,1999
p6b794b2e,Jia Reddy 20,J2,student,0,jia.reddy.20@gmail.com,From Community,,,,0,
pecb9a9f0,Manav Saxena,MS,student,1,manav.saxena@gmail.com,From Community,,,2026-09-21 05:05,0,1999
p9809226d,Ishaan Das 45,I4,student,1,ishaan.das.45@gmail.com,Recommended match,Pathway consult,,2026-08-31 11:40,0,1999
pd2fdcbac,Ayaan Chawla,AC,student,0,ayaan.chawla@gmail.com,From chat share,,,,0,
p45a61985,Reyansh Menon,RM,student,0,reyansh.menon@gmail.com,From chat share,,,,0,
p6cbf2566,Anika Trivedi,AT,student,0,anika.trivedi@gmail.com,From Community,,,,1,
pab9b19cb,Aarav Desai,AD,student,0,aarav.desai@gmail.com,Recommended match,,,,0,
p9de351d6,Myra Kapoor 25,M2,student,0,myra.kapoor.25@gmail.com,Visited profile,,,,0,
p0450d965,Aditi Chawla,AC,student,0,aditi.chawla@gmail.com,Recommended match,,,,1,
p1520c727,Vivaan Nair,VN,student,0,vivaan.nair@gmail.com,From chat share,,,,1,
pe8572a80,Ravi Ghosh,RG,student,0,ravi.ghosh@gmail.com,From Community,,,,0,
pe363cd76,Ira Reddy,IR,student,0,ira.reddy@gmail.com,Recommended match,,,,1,
p973b00fa,Priya Menon,PM,parent,1,priya.menon@gmail.com,Visited profile,Parent consult,For Kavita Jain,2026-07-04 20:50,0,1999
p9b0c63fd,Anika Joshi,AJ,student,1,anika.joshi@gmail.com,Visited profile,,,2026-07-17 00:20,0,1999
p957306f4,Anvi Ahuja 30,A3,parent,1,anvi.ahuja.30@gmail.com,Recommended match,,For Sana Sharma,2026-08-20 07:40,0,1999
pa111b0e8,Tanvi Mehta 23,T2,student,1,tanvi.mehta.23@gmail.com,Recommended match,College shortlisting,,2026-09-23 16:00,0,1999
p5e447b84,Reyansh Jain,RJ,student,1,reyansh.jain@gmail.com,From chat share,,,2026-07-03 14:35,1,1999
pb2d15a13,Nikhil Iyer 8,N8,parent,1,nikhil.iyer.8@gmail.com,Visited profile,Parent consult,,2026-06-28 13:50,0,1999
p83262bb5,Tara Sharma,TS,student,0,tara.sharma@gmail.com,Recommended match,,,,1,
pdc369e2f,Harsh Pillai 72,H7,student,1,harsh.pillai.72@gmail.com,Visited profile,Pathway consult,,2026-08-29 06:35,1,1999
p709f17ec,Leela Chawla,LC,student,1,leela.chawla@gmail.com,From Community,SOP review,,2026-08-12 02:15,0,1999
p2eed67e1,Ravi Gupta,RG,student,0,ravi.gupta@gmail.com,From chat share,,,,0,
p7a475f08,Ayaan Jain,AJ,student,1,ayaan.jain@gmail.com,Visited profile,SOP review,,2026-09-14 08:15,0,1999
pd50db202,Anika Joshi 25,A2,student,0,anika.joshi.25@gmail.com,Visited profile,,,,0,
p2d20a353,Aditi Ghosh 36,A3,student,1,aditi.ghosh.36@gmail.com,Recommended match,,,2026-07-22 20:25,1,1999
p39d52f48,Leela Joshi,LJ,student,0,leela.joshi@gmail.com,Recommended match,,,,0,
p2c9d145d,Aditi Rao,AR,parent,0,aditi.rao@gmail.com,Visited profile,,,,0,
p4514850f,Tara Ahuja 62,T6,student,0,tara.ahuja.62@gmail.com,Visited profile,,,,0,
p3094bd32,Harsh Jain,HJ,student,1,harsh.jain@gmail.com,Recommended match,,,2026-06-27 02:15,0,1999
p4dadd7c1,Myra Ahuja,MA,student,1,myra.ahuja@gmail.com,Visited profile,,,2026-07-22 18:15,0,1999
p5b9bd833,Kavita Malhotra,KM,student,1,kavita.malhotra@gmail.com,From chat share,Parent consult,,2026-09-21 16:25,0,1999
p569c6def,Aisha Nanda 78,A7,student,0,aisha.nanda.78@gmail.com,Visited profile,,,,0,
p2d5fc75c,Tanvi Nair,TN,student,0,tanvi.nair@gmail.com,From chat share,,,,0,
p13af1998,Vikram Verma 60,V6,student,1,vikram.verma.60@gmail.com,From Community,,,2026-09-19 20:35,0,1999
p337ca26f,Pooja Das,PD,student,1,pooja.das@gmail.com,From Community,,,2026-07-25 01:00,0,1999
p4afa3d96,Ananya Agarwal,AA,parent,0,ananya.agarwal@gmail.com,Recommended match,,,,0,
p649c5e36,Tara Jain,TJ,student,0,tara.jain@gmail.com,From Community,,,,0,
p540c5229,Ayaan Pillai,AP,student,1,ayaan.pillai@gmail.com,Recommended match,SOP review,,2026-09-21 06:15,0,1999
p52a5b278,Sahil Desai 53,S5,parent,0,sahil.desai.53@gmail.com,From Community,,,,0,
p8697b71d,Rohan Kapoor 97,R9,student,0,rohan.kapoor.97@gmail.com,From Community,,,,0,
pda37d771,Karan Ghosh 40,K4,student,0,karan.ghosh.40@gmail.com,Recommended match,,,,0,
pfae7b779,Sahil Das,SD,student,0,sahil.das@gmail.com,Visited profile,,,,0,
p94b63c5f,Vivaan Khan,VK,student,0,vivaan.khan@gmail.com,From chat share,,,,0,
p67b05b30,Zara Chawla 13,Z1,student,1,zara.chawla.13@gmail.com,From Community,,,2026-09-06 23:55,0,1999
pc3740e99,Anvi Verma,AV,student,0,anvi.verma@gmail.com,Recommended match,,,,0,
pd9550c3e,Kavita Nair,KN,student,0,kavita.nair@gmail.com,From Community,,,,1,
p390d15ac,Manav Jain 74,M7,parent,1,manav.jain.74@gmail.com,From Community,,,2026-07-25 20:55,1,1999
paf81cef5,Yash Kapoor,YK,student,0,yash.kapoor@gmail.com,From Community,,,,0,
p2a8b7c0c,Yash Verma,YV,student,0,yash.verma@gmail.com,Visited profile,,,,0,
p2c5c8a42,Rohan Joshi,RJ,student,0,rohan.joshi@gmail.com,Visited profile,,,,0,
pc782b788,Sneha Pillai,SP,student,0,sneha.pillai@gmail.com,Visited profile,,,,0,
pfc1ccff2,Priya Kulkarni,PK,student,1,priya.kulkarni@gmail.com,Recommended match,College shortlisting,,2026-07-09 13:05,1,1999
p3d0da10a,Myra Bhat,MB,student,0,myra.bhat@gmail.com,From chat share,,,,0,
pf525db6b,Sahil Malhotra,SM,student,0,sahil.malhotra@gmail.com,From Community,,,,1,
pffaf9395,Dhruv Bhat 89,D8,parent,0,dhruv.bhat.89@gmail.com,Visited profile,,,,0,
p99827d74,Zara Menon,ZM,parent,0,zara.menon@gmail.com,Recommended match,,,,0,
p918a81aa,Arjun Desai,AD,student,0,arjun.desai@gmail.com,From Community,,,,0,
p58ac47a7,Anika Saxena,AS,student,0,anika.saxena@gmail.com,Recommended match,,,,0,
pdd094e28,Sahil Verma,SV,student,0,sahil.verma@gmail.com,Recommended match,,,,1,
p4312164f,Kriti Ahuja,KA,student,0,kriti.ahuja@gmail.com,From chat share,,,,0,
p59d02fad,Zara Banerjee,ZB,student,0,zara.banerjee@gmail.com,From chat share,,,,0,
pff44bdcf,Karan Sharma,KS,student,0,karan.sharma@gmail.com,Visited profile,,,,0,
p85ede5f6,Arnav Jain,AJ,student,1,arnav.jain@gmail.com,Visited profile,SOP review,,2026-08-31 19:00,0,1999
p1aaac365,Zara Patel 86,Z8,student,1,zara.patel.86@gmail.com,Recommended match,Pathway consult,,2026-09-16 09:25,0,1999
p328d9dba,Priya Agarwal,PA,student,0,priya.agarwal@gmail.com,Recommended match,,,,1,
p913c2289,Arnav Pillai,AP,student,0,arnav.pillai@gmail.com,Visited profile,,,,0,
p6d2d0bc6,Sahil Rao 83,S8,student,0,sahil.rao.83@gmail.com,From chat share,,,,0,
p2c2176c3,Kriti Trivedi,KT,student,0,kriti.trivedi@gmail.com,From chat share,,,,0,
pda7d5db7,Om Trivedi,OT,parent,1,om.trivedi@gmail.com,Recommended match,,,2026-08-02 17:15,0,1999
p5dbede93,Sahil Jain 44,S4,student,0,sahil.jain.44@gmail.com,From Community,,,,1,
p2273a5ce,Arjun Singh,AS,student,0,arjun.singh@gmail.com,From Community,,,,0,
p73c0ec46,Nisha Khan 17,N1,student,0,nisha.khan.17@gmail.com,From Community,,,,0,
pbf6b56e5,Reyansh Nair 62,R6,student,0,reyansh.nair.62@gmail.com,Recommended match,,,,0,
pe54d7ffd,Anika Verma,AV,student,1,anika.verma@gmail.com,Recommended match,,,2026-08-07 09:45,1,1999
pb1d568fc,Kabir Mehta,KM,student,0,kabir.mehta@gmail.com,From chat share,,,,0,
p9a46aa11,Yash Nanda,YN,student,0,yash.nanda@gmail.com,From Community,,,,0,
pbe28fb95,Ayaan Mehta 82,A8,student,0,ayaan.mehta.82@gmail.com,From chat share,,,,1,
p5376e664,Ira Sharma,IS,student,0,ira.sharma@gmail.com,From chat share,,,,0,
p5b518bcc,Kavita Gupta,KG,student,0,kavita.gupta@gmail.com,Visited profile,,,,1,
pb46384ab,Nikhil Chawla,NC,student,0,nikhil.chawla@gmail.com,Visited profile,,,,0,
p7fdfc08c,Aarav Kapoor 70,A7,student,0,aarav.kapoor.70@gmail.com,Recommended match,,,,1,
p9051c19e,Sana Bhat,SB,student,1,sana.bhat@gmail.com,From chat share,,,2026-09-01 13:55,0,1999
p9104566e,Rohan Bose,RB,student,0,rohan.bose@gmail.com,From Community,,,,1,
pe9e21a24,Anika Verma 77,A7,student,1,anika.verma.77@gmail.com,From chat share,Visa readiness,,2026-07-01 16:15,0,1999
p7afe83d5,Manav Banerjee 69,M6,student,0,manav.banerjee.69@gmail.com,From chat share,,,,0,
p03a448da,Karan Jain,KJ,student,0,karan.jain@gmail.com,From Community,,,,1,
pe2cf1403,Harsh Reddy,HR,student,0,harsh.reddy@gmail.com,From chat share,,,,1,
pd74fefb0,Kiara Reddy,KR,student,1,kiara.reddy@gmail.com,Recommended match,Parent consult,,2026-09-07 00:25,0,1999
p6e59ea6f,Anika Jain,AJ,student,0,anika.jain@gmail.com,Visited profile,,,,0,
p239b72de,Zara Kapoor,ZK,student,0,zara.kapoor@gmail.com,From chat share,,,,1,
pdd4c8b92,Naina Das,ND,student,0,naina.das@gmail.com,From Community,,,,0,
pa0179620,Sneha Desai 21,S2,student,0,sneha.desai.21@gmail.com,From Community,,,,1,
p543dedc0,Pooja Ahuja,PA,parent,0,pooja.ahuja@gmail.com,Recommended match,,,,0,
p2aa020c2,Naina Nanda 55,N5,student,1,naina.nanda.55@gmail.com,Visited profile,,,2026-09-23 16:00,1,1999
pd78e3f34,Dev Menon 15,D1,student,0,dev.menon.15@gmail.com,From Community,,,,0,
pdea06b3a,Manav Malhotra,MM,student,0,manav.malhotra@gmail.com,Visited profile,,,,1,
pbd4e327a,Veer Gupta,VG,student,0,veer.gupta@gmail.com,From Community,,,,0,
pa16457ac,Rohan Reddy,RR,parent,1,rohan.reddy@gmail.com,From chat share,Essay workshop,,2026-09-04 03:55,1,1999
pa64e228f,Ravi Bhat,RB,student,0,ravi.bhat@gmail.com,From Community,,,,1,
pd7c1469e,Priya Chawla,PC,student,0,priya.chawla@gmail.com,From Community,,,,0,
p412d867d,Yash Kapoor 14,Y1,student,0,yash.kapoor.14@gmail.com,From chat share,,,,0,
pc80876ee,Rahul Menon,RM,student,0,rahul.menon@gmail.com,Recommended match,,,,1,
pd233bf0b,Anvi Jain,AJ,parent,0,anvi.jain@gmail.com,Visited profile,,,,0,
pc4039cf4,Kavita Mehta,KM,student,0,kavita.mehta@gmail.com,From chat share,,,,0,
p731c5de0,Kiara Nair,KN,student,0,kiara.nair@gmail.com,Recommended match,,,,1,
p11035fc8,Harsh Khan,HK,student,0,harsh.khan@gmail.com,From Community,,,,0,
pb78aa123,Pooja Chawla,PC,student,1,pooja.chawla@gmail.com,Visited profile,Parent consult,,2026-07-17 16:10,1,1999
pa410cf7c,Kavita Das 55,K5,student,0,kavita.das.55@gmail.com,Visited profile,,,,0,
pe96f007d,Ira Iyer,II,student,0,ira.iyer@gmail.com,Recommended match,,,,0,
p5f630940,Sahil Jain 95,S9,student,1,sahil.jain.95@gmail.com,From Community,,,2026-09-18 17:30,1,1999
p1be0953a,Pooja Khan 7,P7,parent,0,pooja.khan.7@gmail.com,From chat share,,,,1,
p9d01e871,Sahil Verma 97,S9,student,0,sahil.verma.97@gmail.com,From Community,,,,0,
p75b531b8,Leela Saxena,LS,student,0,leela.saxena@gmail.com,From chat share,,,,0,
p9e3e33c1,Ananya Singh 86,A8,student,0,ananya.singh.86@gmail.com,From chat share,,,,0,
p9934dbca,Kabira Patel,KP,parent,0,kabira.patel@gmail.com,From Community,,,,0,
p23ae5efc,Reyansh Kapoor,RK,parent,0,reyansh.kapoor@gmail.com,From chat share,,,,0,
p0345be28,Sneha Saxena,SS,student,1,sneha.saxena@gmail.com,Recommended match,,,2026-07-22 22:15,0,1999
p5848e8dc,Karan Sharma 8,K8,student,0,karan.sharma.8@gmail.com,Visited profile,,,,0,
peb836eb1,Rohan Nair,RN,student,0,rohan.nair@gmail.com,Recommended match,,,,0,
p0b908e11,Ayaan Khan 42,A4,parent,0,ayaan.khan.42@gmail.com,From chat share,,,,0,
p2c3dbeb2,Ananya Patel,AP,student,0,ananya.patel@gmail.com,Recommended match,,,,1,
pf485b433,Ravi Menon,RM,student,0,ravi.menon@gmail.com,Recommended match,,,,0,
p112ea395,Kriti Rao 28,K2,student,0,kriti.rao.28@gmail.com,Visited profile,,,,0,
pf8de8f8a,Jia Ghosh,JG,student,0,jia.ghosh@gmail.com,Visited profile,,,,0,
pd3b262ae,Reyansh Banerjee 62,R6,student,0,reyansh.banerjee.62@gmail.com,From Community,,,,0,
p81d1a7d8,Ananya Bhat,AB,student,1,ananya.bhat@gmail.com,Visited profile,Parent consult,,2026-09-06 22:25,0,1999
p5f60026d,Nisha Rao,NR,student,0,nisha.rao@gmail.com,From chat share,,,,1,
p8081e26f,Kavita Gupta 19,K1,student,0,kavita.gupta.19@gmail.com,Recommended match,,,,0,
pa9856d98,Priya Banerjee,PB,student,1,priya.banerjee@gmail.com,From chat share,,,2026-08-17 06:55,1,1999
p07e67453,Kabir Desai,KD,student,0,kabir.desai@gmail.com,From Community,,,,1,
p1bed3e02,Aisha Ghosh,AG,student,1,aisha.ghosh@gmail.com,From chat share,,,2026-09-03 08:15,0,1999
p45a021cf,Ishaan Verma,IV,parent,0,ishaan.verma@gmail.com,From Community,,,,0,
pd8c7dbba,Jia Rao 57,J5,student,0,jia.rao.57@gmail.com,Visited profile,,,,0,
p2c8bf589,Om Desai,OD,student,0,om.desai@gmail.com,Recommended match,,,,1,
p4016031c,Anika Ahuja 78,A7,student,0,anika.ahuja.78@gmail.com,Recommended match,,,,0,
p78b00ffd,Pooja Banerjee 90,P9,student,0,pooja.banerjee.90@gmail.com,Recommended match,,,,0,
pf0c10b19,Nisha Khan 19,N1,parent,0,nisha.khan.19@gmail.com,Recommended match,,,,0,
p9b441f9a,Kriti Trivedi 91,K9,student,0,kriti.trivedi.91@gmail.com,From chat share,,,,0,
p7d941751,Veer Chawla,VC,student,1,veer.chawla@gmail.com,Recommended match,,,2026-08-31 09:00,0,1999
paa7adad7,Sahil Nanda 92,S9,student,0,sahil.nanda.92@gmail.com,From chat share,,,,0,
p9169ca7f,Naina Chawla,NC,student,1,naina.chawla@gmail.com,From Community,Pathway consult,,2026-09-12 13:40,0,1999
p1f5bf754,Leela Desai 55,L5,student,0,leela.desai.55@gmail.com,Recommended match,,,,0,
p539aaf9a,Nikhil Menon,NM,parent,1,nikhil.menon@gmail.com,Recommended match,College shortlisting,,2026-06-27 06:50,1,1999
pbeaaadae,Anvi Menon,AM,parent,0,anvi.menon@gmail.com,Visited profile,,,,0,
p889a237a,Jia Desai 39,J3,student,0,jia.desai.39@gmail.com,From chat share,,,,0,
p5ec9e8d6,Ira Das,ID,student,0,ira.das@gmail.com,From Community,,,,0,
p070ce32f,Aditi Kulkarni 84,A8,student,0,aditi.kulkarni.84@gmail.com,From chat share,,,,0,
pe67c90fd,Naina Trivedi 90,N9,student,0,naina.trivedi.90@gmail.com,From Community,,,,0,
pe39ad5f2,Sahil Mehta 72,S7,parent,0,sahil.mehta.72@gmail.com,Recommended match,,,,1,
p983d942a,Dhruv Saxena,DS,student,0,dhruv.saxena@gmail.com,Recommended match,,,,0,
pfb4b6df0,Arnav Desai 84,A8,student,0,arnav.desai.84@gmail.com,Recommended match,,,,0,
p3ff4014a,Kabir Bhat,KB,student,1,kabir.bhat@gmail.com,Recommended match,Parent consult,,2026-08-29 16:30,1,1999
p747b2ba9,Om Kulkarni,OK,student,0,om.kulkarni@gmail.com,From Community,,,,0,
pb045aefb,Veer Sharma,VS,parent,0,veer.sharma@gmail.com,From Community,,,,0,
p0b487b70,Karan Khan,KK,student,1,karan.khan@gmail.com,Visited profile,Visa readiness,,2026-08-10 16:25,0,1999
p1649b14c,Dhruv Agarwal,DA,student,0,dhruv.agarwal@gmail.com,From Community,,,,0,
p5d529f71,Myra Rao 47,M4,parent,0,myra.rao.47@gmail.com,From chat share,,,,0,
p6e8c6b49,Om Verma,OV,parent,0,om.verma@gmail.com,Recommended match,,,,0,
